N1,N2,N3,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,label
2702.0,0.926,34.0,city_114,Male,No relevent experience,no_enrollment,High School,,6,1000-4999,,1,0
31941.0,0.91,18.0,city_16,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,0
24691.0,0.767,2.0,city_162,,No relevent experience,Full time course,,,5,,,never,0
32255.0,0.899,28.0,city_23,,Has relevent experience,,Graduate,Business Degree,2,,,1,0
10586.0,0.624,20.0,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,4,0
11765.0,0.91,14.0,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,0
14558.0,0.624,164.0,city_21,Female,Has relevent experience,no_enrollment,Masters,STEM,10,,,1,0
21694.0,0.884,99.0,city_71,Female,Has relevent experience,Part time course,Graduate,STEM,>20,10000+,Pvt Ltd,>4,0
18304.0,0.6659999999999999,110.0,city_64,Male,No relevent experience,Full time course,High School,,2,,,1,0
11170.0,0.91,54.0,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,0
11007.0,0.762,54.0,city_46,,Has relevent experience,Part time course,Graduate,STEM,9,,,1,1
17555.0,0.624,50.0,city_21,Male,No relevent experience,Full time course,High School,,11,,,never,1
30349.0,0.6659999999999999,32.0,city_64,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,>4,0
16066.0,0.92,35.0,city_103,,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,1,0
10974.0,0.92,8.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,Arts,10,,,2,0
26721.0,0.624,25.0,city_21,,No relevent experience,Full time course,Graduate,STEM,10,,,never,1
22867.0,0.55,18.0,city_11,,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,>4,0
10638.0,0.624,79.0,city_21,Female,No relevent experience,Full time course,High School,,2,,,never,1
22309.0,0.92,40.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,10000+,Pvt Ltd,4,0
26571.0,0.897,11.0,city_136,Male,Has relevent experience,Part time course,Graduate,STEM,6,100-500,NGO,1,0
30552.0,0.92,56.0,city_160,Male,No relevent experience,Full time course,Graduate,STEM,5,,,1,1
6525.0,0.624,16.0,city_21,,No relevent experience,Full time course,Graduate,STEM,5,,,never,0
20881.0,0.939,114.0,city_28,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,1,0
4186.0,0.92,18.0,city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,1
32189.0,0.624,66.0,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,never,1
14073.0,0.926,90.0,city_114,Male,Has relevent experience,Part time course,Graduate,STEM,11,10/49,Funded Startup,1,0
16278.0,0.926,12.0,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,0
3999.0,0.795,94.0,city_72,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Public Sector,>4,0
23486.0,0.887,30.0,city_100,Male,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,,2,0
17647.0,0.92,6.0,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,never,0
18538.0,0.6659999999999999,12.0,city_64,Male,Has relevent experience,no_enrollment,Masters,Humanities,4,10/49,NGO,1,0
13743.0,0.91,108.0,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,<10,Pvt Ltd,4,0
12540.0,0.926,27.0,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,>4,0
32578.0,0.939,55.0,city_28,Male,Has relevent experience,no_enrollment,Masters,STEM,5,10/49,Pvt Ltd,1,1
10401.0,0.92,51.0,city_160,Male,No relevent experience,no_enrollment,Graduate,STEM,9,,,1,1
30928.0,0.738,102.0,city_123,,Has relevent experience,Full time course,Graduate,STEM,10,,,1,1
22455.0,0.92,198.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,4,0
18474.0,0.92,19.0,city_160,Male,No relevent experience,Full time course,Graduate,STEM,2,,,1,1
30541.0,0.92,55.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,0
20230.0,0.7759999999999999,39.0,city_40,,Has relevent experience,Full time course,Masters,STEM,15,100-500,Funded Startup,2,0
12267.0,0.92,78.0,city_103,Male,No relevent experience,no_enrollment,Graduate,Other,>20,50-99,Pvt Ltd,1,0
7714.0,0.624,10.0,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,,1,0
23035.0,0.624,20.0,city_21,,Has relevent experience,no_enrollment,Graduate,STEM,3,500-999,Pvt Ltd,2,1
20592.0,0.897,29.0,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,Pvt Ltd,>4,0
31608.0,0.92,83.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Other,1,0
3525.0,0.92,68.0,city_103,Female,Has relevent experience,no_enrollment,Graduate,Other,>20,,,1,1
10210.0,0.915,69.0,city_99,,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Early Stage Startup,1,0
33015.0,0.884,42.0,city_71,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10/49,Pvt Ltd,2,0
13060.0,0.92,94.0,city_103,,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,4,0
28479.0,0.897,29.0,city_136,Male,Has relevent experience,Part time course,Masters,STEM,6,,,1,0
5316.0,0.698,202.0,city_152,,No relevent experience,no_enrollment,High School,,3,,Pvt Ltd,never,0
7301.0,0.855,38.0,city_67,Male,Has relevent experience,Full time course,Masters,STEM,10,100-500,Pvt Ltd,2,0
5878.0,0.865,142.0,city_93,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,2,1
21674.0,0.698,57.0,city_70,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,,,1,1
6189.0,0.893,110.0,city_36,,No relevent experience,no_enrollment,Graduate,Business Degree,2,50-99,Pvt Ltd,1,0
32383.0,0.897,23.0,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,6,,,2,0
18549.0,0.804,176.0,city_102,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,3,1
25022.0,0.624,50.0,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,17,<10,Pvt Ltd,1,0
29065.0,0.698,9.0,city_150,Other,Has relevent experience,,Phd,Humanities,>20,,,1,1
25039.0,0.865,25.0,city_93,Male,No relevent experience,Full time course,Graduate,STEM,1,,,1,1
29625.0,0.91,15.0,city_16,Male,No relevent experience,no_enrollment,Masters,STEM,>20,10000+,,2,0
28106.0,0.92,70.0,city_160,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,,1,0
8828.0,0.645,96.0,city_62,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Funded Startup,1,0
28399.0,0.698,64.0,city_150,Male,No relevent experience,no_enrollment,High School,,2,,,never,0
887.0,0.92,83.0,city_103,Male,Has relevent experience,Part time course,Graduate,Other,6,50-99,Pvt Ltd,never,0
26896.0,0.804,36.0,city_102,Male,Has relevent experience,Part time course,Masters,STEM,10,500-999,,2,0
25537.0,0.924,83.0,city_104,Male,Has relevent experience,no_enrollment,High School,,>20,1000-4999,Pvt Ltd,2,0
9387.0,0.754,20.0,city_73,Male,Has relevent experience,,High School,,6,<10,Funded Startup,2,0
24131.0,0.624,22.0,city_21,,No relevent experience,no_enrollment,Masters,STEM,2,50-99,Pvt Ltd,1,0
16564.0,0.91,17.0,city_16,Other,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,1,0
32018.0,0.92,50.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,Public Sector,>4,1
21745.0,0.55,145.0,city_11,,Has relevent experience,no_enrollment,Graduate,STEM,1,100-500,Pvt Ltd,1,1
30465.0,0.624,174.0,city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,9,,,3,0
8682.0,0.92,65.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,1,0
18543.0,0.926,22.0,city_114,Male,No relevent experience,Full time course,High School,,10,,Public Sector,1,0
27162.0,0.939,65.0,city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,0
28653.0,0.624,29.0,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,Pvt Ltd,>4,1
18872.0,0.91,17.0,city_16,,Has relevent experience,Full time course,Graduate,STEM,10,10000+,Pvt Ltd,2,0
6455.0,0.92,15.0,city_103,Male,No relevent experience,no_enrollment,Primary School,,5,,,never,0
5876.0,0.624,256.0,city_21,,Has relevent experience,no_enrollment,Graduate,STEM,,100-500,Pvt Ltd,,0
5749.0,0.624,6.0,city_21,Male,No relevent experience,Full time course,Graduate,STEM,5,,Pvt Ltd,never,1
15052.0,0.92,44.0,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,1,0
33276.0,0.92,15.0,city_103,Female,Has relevent experience,no_enrollment,Masters,Humanities,>20,1000-4999,NGO,4,0
27906.0,0.92,63.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,1,0
6877.0,0.925,220.0,city_97,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,1,0
8433.0,0.887,48.0,city_100,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,100-500,Pvt Ltd,>4,0
7133.0,0.92,55.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,0
12849.0,0.91,51.0,city_16,Male,No relevent experience,Full time course,High School,,3,,,never,0
12245.0,0.802,47.0,city_65,,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,>4,0
26686.0,0.91,77.0,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1,0
12414.0,0.624,25.0,city_21,Male,Has relevent experience,Full time course,Graduate,STEM,1,50-99,Pvt Ltd,1,1
13345.0,0.903,92.0,city_165,,No relevent experience,no_enrollment,Phd,STEM,>20,1000-4999,Pvt Ltd,>4,0
13122.0,0.91,68.0,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,1
11320.0,0.92,148.0,city_103,,Has relevent experience,no_enrollment,Graduate,Business Degree,2,5000-9999,Pvt Ltd,1,0
25945.0,0.939,123.0,city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,2,0
14729.0,0.91,5.0,city_16,Female,No relevent experience,Full time course,High School,,2,,,1,0
3795.0,0.878,26.0,city_173,,Has relevent experience,Full time course,Graduate,STEM,9,,,1,0
28154.0,0.92,17.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Public Sector,>4,0
6897.0,0.804,3.0,city_102,Male,Has relevent experience,no_enrollment,Masters,STEM,20,1000-4999,Pvt Ltd,1,0
14858.0,0.926,7.0,city_114,,No relevent experience,Part time course,Graduate,STEM,<1,1000-4999,Pvt Ltd,,0
1769.0,0.92,172.0,city_103,,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,0
20698.0,0.926,72.0,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,NGO,1,0
27095.0,0.926,46.0,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,15,500-999,Pvt Ltd,1,0
32813.0,0.878,17.0,city_173,Male,No relevent experience,Full time course,Graduate,Humanities,2,1000-4999,Pvt Ltd,1,0
5903.0,0.624,67.0,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,5000-9999,Pvt Ltd,3,1
85.0,0.624,28.0,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Early Stage Startup,1,1
5899.0,0.698,31.0,city_150,Male,No relevent experience,no_enrollment,Primary School,,3,,Pvt Ltd,never,0
23280.0,0.727,43.0,city_142,,Has relevent experience,no_enrollment,Graduate,STEM,1,,,1,1
11280.0,0.887,23.0,city_100,Male,No relevent experience,Full time course,Masters,Business Degree,7,,,1,1
9864.0,0.55,86.0,city_11,Male,No relevent experience,no_enrollment,High School,,7,,,never,1
592.0,0.92,43.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,,never,0
24219.0,0.926,8.0,city_114,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,0
14345.0,0.939,133.0,city_75,,Has relevent experience,no_enrollment,Graduate,STEM,12,500-999,Pvt Ltd,>4,0
6712.0,0.926,40.0,city_114,,No relevent experience,no_enrollment,Masters,STEM,15,5000-9999,Pvt Ltd,1,0
18834.0,0.754,49.0,city_73,Female,Has relevent experience,Part time course,Graduate,STEM,5,10/49,Pvt Ltd,3,0
25826.0,0.926,54.0,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,4,0
29229.0,0.92,61.0,city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,7,,,1,1
26423.0,0.91,4.0,city_16,,Has relevent experience,no_enrollment,Graduate,STEM,6,,,4,0
11572.0,0.802,27.0,city_65,Male,Has relevent experience,Full time course,High School,,4,1000-4999,Pvt Ltd,1,0
18678.0,0.926,27.0,city_114,Male,Has relevent experience,Part time course,Graduate,STEM,5,<10,Pvt Ltd,2,0
17150.0,0.624,56.0,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,,never,0
20325.0,0.762,15.0,city_46,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,>4,0
31239.0,0.926,41.0,city_114,,Has relevent experience,Part time course,Graduate,STEM,19,10000+,Pvt Ltd,>4,0
132.0,0.855,19.0,city_67,Male,Has relevent experience,no_enrollment,Graduate,Humanities,1,<10,,1,0
23143.0,0.92,91.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,Other,9,10/49,Pvt Ltd,1,0
31905.0,0.92,57.0,city_103,Female,No relevent experience,Full time course,Graduate,STEM,6,10000+,Pvt Ltd,1,0
19674.0,0.926,3.0,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,0
27645.0,0.92,76.0,city_103,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,1
27968.0,0.8270000000000001,16.0,city_41,,Has relevent experience,no_enrollment,Masters,STEM,7,<10,Early Stage Startup,4,0
5434.0,0.926,67.0,city_114,Male,No relevent experience,no_enrollment,High School,,2,,Pvt Ltd,never,0
9128.0,0.866,31.0,city_57,Male,No relevent experience,Full time course,Masters,STEM,5,10/49,Public Sector,1,0
447.0,0.624,101.0,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Pvt Ltd,1,1
5581.0,0.92,56.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,500-999,Pvt Ltd,>4,0
5394.0,0.698,42.0,city_152,Male,No relevent experience,no_enrollment,Graduate,STEM,5,,,1,1
28137.0,0.624,30.0,city_21,Male,Has relevent experience,Part time course,Masters,STEM,6,,,4,0
10890.0,0.91,58.0,city_16,,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,1,0
30309.0,0.6890000000000001,103.0,city_149,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,Funded Startup,1,0
28473.0,0.91,77.0,city_16,Male,No relevent experience,no_enrollment,Primary School,,3,,,never,0
11931.0,0.92,112.0,city_103,,No relevent experience,Part time course,,,3,,,never,0
17381.0,0.92,39.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Funded Startup,1,0
20420.0,0.897,158.0,city_136,Female,No relevent experience,Full time course,Phd,STEM,6,100-500,Public Sector,1,0
10961.0,0.624,20.0,city_21,Male,No relevent experience,no_enrollment,Masters,Humanities,4,,,4,0
23154.0,0.92,29.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,0
19736.0,0.939,144.0,city_28,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,2,0
30179.0,0.92,5.0,city_103,,No relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Public Sector,1,0
24872.0,0.624,21.0,city_21,,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,1,1
2477.0,0.624,77.0,city_21,Male,Has relevent experience,no_enrollment,Masters,Other,11,,,>4,1
11498.0,0.624,48.0,city_21,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,,Early Stage Startup,never,1
1823.0,0.624,57.0,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,1,1
18045.0,0.866,47.0,city_57,Male,No relevent experience,,,,3,,,never,0
33246.0,0.92,30.0,city_103,Male,Has relevent experience,Part time course,Graduate,STEM,19,,,1,0
15654.0,0.926,44.0,city_114,Female,No relevent experience,no_enrollment,Masters,STEM,13,500-999,Public Sector,>4,0
12522.0,0.6890000000000001,105.0,city_149,,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,,4,0
18842.0,0.624,12.0,city_21,Male,Has relevent experience,Full time course,Graduate,STEM,7,100-500,Pvt Ltd,2,0
26041.0,0.92,28.0,city_103,,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,0
17139.0,0.624,148.0,city_21,,Has relevent experience,Part time course,Graduate,STEM,14,500-999,Pvt Ltd,1,1
8723.0,0.92,38.0,city_103,,Has relevent experience,no_enrollment,Masters,STEM,13,,,>4,1
995.0,0.92,29.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,3,1
18900.0,0.91,11.0,city_16,Male,No relevent experience,Full time course,High School,,6,,,1,0
13353.0,0.878,34.0,city_173,Male,Has relevent experience,no_enrollment,Masters,Humanities,6,10000+,Pvt Ltd,3,0
2173.0,0.855,60.0,city_67,Male,Has relevent experience,no_enrollment,Masters,STEM,20,500-999,Pvt Ltd,1,0
31185.0,0.925,79.0,city_97,Male,No relevent experience,no_enrollment,Graduate,No Major,3,,,3,1
5979.0,0.624,6.0,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,>4,1
23818.0,0.836,48.0,city_138,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,3,0
24674.0,0.624,20.0,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,0
6708.0,0.624,172.0,city_21,,Has relevent experience,,Masters,STEM,5,50-99,Pvt Ltd,1,1
27193.0,0.92,19.0,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,13,,,>4,1
7374.0,0.794,77.0,city_105,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,2,50-99,Pvt Ltd,2,0
3965.0,0.899,114.0,city_23,,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Funded Startup,2,0
2186.0,0.91,248.0,city_16,Male,Has relevent experience,no_enrollment,Phd,Other,>20,50-99,Pvt Ltd,>4,0
4664.0,0.926,182.0,city_114,Male,No relevent experience,no_enrollment,High School,,6,,,1,0
18002.0,0.624,182.0,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,1
23955.0,0.92,89.0,city_103,Male,No relevent experience,no_enrollment,High School,,4,,,1,0
29751.0,0.8959999999999999,168.0,city_50,Male,Has relevent experience,no_enrollment,Masters,Business Degree,>20,10/49,Pvt Ltd,>4,0
29509.0,0.754,65.0,city_73,Male,No relevent experience,Full time course,High School,,3,,,never,0
4025.0,0.91,133.0,city_16,Male,No relevent experience,,,,4,,Pvt Ltd,never,0
8457.0,0.924,4.0,city_104,Male,No relevent experience,no_enrollment,Primary School,,5,,,never,0
27357.0,0.789,60.0,city_115,Male,Has relevent experience,no_enrollment,Graduate,Arts,18,100-500,Public Sector,2,0
9708.0,0.855,42.0,city_67,Male,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Pvt Ltd,1,0
14903.0,0.897,61.0,city_136,,No relevent experience,Full time course,Graduate,STEM,4,,,never,0
4462.0,0.624,166.0,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,2,0
19522.0,0.855,8.0,city_67,Male,Has relevent experience,no_enrollment,Masters,STEM,13,,Pvt Ltd,4,0
26990.0,0.624,134.0,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,17,1000-4999,Pvt Ltd,1,0
1221.0,0.7759999999999999,32.0,city_40,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,1,0
12897.0,0.698,81.0,city_84,Male,No relevent experience,Full time course,Graduate,STEM,1,,,1,1
28554.0,0.92,25.0,city_103,,No relevent experience,Full time course,Graduate,STEM,6,,,,1
15374.0,0.789,180.0,city_115,Male,No relevent experience,no_enrollment,Graduate,Other,5,10/49,,never,0
27191.0,0.92,53.0,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Funded Startup,1,0
26921.0,0.913,35.0,city_61,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,1,0
17229.0,0.624,3.0,city_21,,Has relevent experience,Full time course,Graduate,STEM,1,50-99,Pvt Ltd,1,1
15997.0,0.92,110.0,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,>4,0
6904.0,0.624,39.0,city_21,Other,Has relevent experience,Full time course,Graduate,STEM,1,,,1,1
12062.0,0.92,17.0,city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,1,1
23691.0,0.624,46.0,city_21,,No relevent experience,Full time course,Masters,STEM,4,,,never,1
2283.0,0.926,16.0,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,2,0
5409.0,0.866,109.0,city_57,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,100-500,Pvt Ltd,>4,0
