WSR0,WSR1,WSR2,WSR3,WSR4,WSR5,WSR6,WSR7,WSR8,WSR9,WSR10,WSR11,WSR12,WSR13,WSR14,WSR15,WSR16,WSR17,WSR18,WSR19,WSR20,WSR21,WSR22,WSR23,WSR_PK,WSR_AV,T85,RH85,T70,RH70,T50,RH50,HT50,SLP,SLP_,Precp,label
0.8,1,0.3,0.3,0.6,1.3,1.1,2.3,1.7,1.5,1.8,2.1,2.7,2.5,3,3.4,3.2,3.1,2.3,2.2,2.2,1.2,0.2,0.6,3.4,1.7,16.8,0.74,6.2,0.75,-9.1,0.32,5910,10205,30,0.1,0
1.9,2.1,1.5,1.2,1.2,1.5,1.3,2.8,2.6,2,2.1,1.8,2.5,4,4.7,4.4,4.5,3.8,3.6,3.4,2.8,2.1,1.3,0.9,4.7,2.5,19.9,0.43,10.2,0.33,-8,0.05,5920,10170,?,0,0
0,0.2,0.1,0.4,0.1,0.8,1.2,1.5,3.1,3.2,2.5,2.5,2.9,2.8,2.9,3.4,3.3,3.4,2.1,2,2.2,1.7,1.7,2,3.4,1.9,16.4,0.8,7.3,0.75,-7.8,0.27,5865,10145,15,0,0
?,?,?,?,?,?,?,1.7,1.6,2.1,2.4,0.8,2.7,3.2,3.8,3.9,3.4,2.5,1.6,1.7,1.6,1.2,1,0.6,3.9,2.1,13.6,0.85,8.2,0.36,-9,0.24,5860,10160,0,0,0
1.6,1.4,1.7,2.3,2.9,2.4,1.9,3.1,4.5,4.9,3.5,2.9,3.1,2.4,2.5,2.4,3.2,3.4,3,2.3,1.7,1.5,0.9,0.2,4.9,2.5,6.7,0.15,0.35,0.81,-14.5,0.15,5775,10265,80,0,0
1.1,1.3,1.5,0.9,1.2,1,1.3,3.3,3.8,4.3,4.1,3.2,3,3.9,3.8,2.5,1.5,1.8,1.7,2.3,1.2,1.2,0.9,1.1,4.3,2.2,19.8,0.6,8.6,0.66,-7.8,0.2,5895,10145,10,0.86,0
0.3,0.5,0.6,0.5,0.4,0.5,0.4,0.7,1.4,0.7,1.4,2.3,2.1,1.5,1.4,1.3,2.1,1.3,0.6,0.4,2.3,2.2,1.7,1.3,2.3,1.2,6,0.69,-2.7,0.68,-18.3,0.49,5675,10185,40,0,0
0.7,0.4,0.7,0.6,0.4,0.7,0.9,1.6,2,2.2,3.2,3.7,3.6,3.8,4.1,4.1,4,3.5,2,0.3,0.2,0.2,0.1,0.4,4.1,1.8,5.8,0.54,-2.8,0.29,-17.6,0.14,5685,10205,15,0,0
1.1,1.2,1.5,1.6,2.7,3,3.5,3.7,3.4,3.7,3.8,4,3.5,3.4,4.5,4.7,4.8,4.3,3.8,2.5,2.7,3,3,2.8,4.8,3.2,10.4,0.66,3.6,0.17,-14.1,0.59,5760,10160,0,0,0
1.7,1.8,0.7,0.2,1,1.9,2.8,3.2,3.3,4.2,4.6,3,2.5,2.8,3.2,3.2,3.8,3.4,1.9,1.2,0.8,0.4,0.9,0.7,4.6,2.2,17.1,0.65,7,0.38,-11.5,0.09,5740,10035,-60,0,0
5.5,5.5,4.8,4.4,3.8,4.4,4.5,5.4,3.8,2.7,1.1,2.2,2.4,3,3.2,6,6.8,4.4,2.1,1.7,2.3,3.3,3.5,6,6.8,3.9,15.3,0.73,10.4,0.23,-10.7,0.17,5810,10105,-100,0.61,0
1.8,1.3,1,0.6,0.7,0.6,0.4,0.8,1.7,2.3,2.4,2.4,2.7,3.4,3.2,3.5,3.4,2.8,2.6,3.1,2.7,2.5,1.5,2.1,3.5,2.1,17,0.63,9.9,0.21,-6.5,0.27,5880,10150,35,0,0
2.7,2.5,2.1,2,2.1,1.9,1.9,2.3,3.7,4.6,4.6,4.5,4.3,4.4,4.5,4.5,4.4,4,3.2,3,2.9,2.6,2.5,2.7,4.6,3.2,8.8,0.75,7.8,0.03,-11.6,0.3,5820,10190,-35,0,0
0.9,0.7,0.8,0.8,0.9,0.2,0.6,1.6,2.6,2.1,2.6,3,2.2,3.5,4.5,2.3,2.8,4,3.1,2,1.6,1.3,1.7,2.1,4.5,2,15.9,0.92,6.3,0.88,?,?,5855,10120,20,0.28,0
?,?,?,?,?,?,?,?,?,2.1,2.4,?,?,3.6,2.5,2.2,3.3,2,0.4,0.2,0.8,0.5,0.6,0.9,3.6,1.7,14.2,0.78,4.6,0.79,-10,0.5,5745,10070,-10,0.33,0
1.2,1.4,1.3,1.4,0.4,0.1,0.5,1.4,2.8,1.4,1.4,1,1.1,0.2,2.7,3.4,3.7,2.1,2.1,1.7,0.8,1.5,3.5,1.8,3.7,1.6,18.1,0.6,10,0.48,-5.2,0.09,5925,10160,10,0.51,0
0.9,0.4,0.3,0.2,0.3,0.2,0.3,0.3,0.3,0.6,0.4,0.4,0.4,0.3,1,1.4,1.8,2.1,1.8,1.5,1.2,0.9,0.6,0.4,2.1,0.8,2.4,0.33,-2.2,0.27,-17.1,0.13,5670,10230,10,0,0
0.3,0.4,0.5,0.5,0.2,0.3,0.4,0.4,1.3,2.2,2.8,2.8,2.8,3.4,3.9,3.8,3.5,2,1.7,1.5,1.3,1.3,1.3,1.1,3.9,1.6,5.5,0.33,3.2,0.06,-12.4,0.07,5800,10295,65,0,0
?,?,?,?,?,?,?,?,?,?,2.4,2.9,3.1,3.2,3.4,3.4,3.5,2,1.5,1.3,1.7,?,?,?,3.5,2.6,14.3,0.1,9.4,0.06,-8.5,0.45,5880,10190,-25,0,0
0.6,1.5,1.6,0.8,1.3,0.9,1.5,3.9,1.4,0.9,4,3.2,3.4,2.9,2.2,2,1.8,2.6,1.3,0.8,0.1,0.4,0.5,0.1,4,1.7,12.9,0.41,3.8,0.19,-14.3,0.08,5835,10245,10,0.53,0
0.1,0.1,0.2,0.6,0.9,1.9,2.1,2.5,3,3.7,4.9,5.3,4.7,4.2,4.5,4.6,4.6,4.5,3.8,2.5,1.4,1.4,1.4,0.8,5.3,2.7,12,0.44,5.8,0.32,-13,0.07,5825,10215,10,0,0
2,1.9,2,1.2,1.1,0.8,1.1,1.5,1.3,1.7,1.9,2.7,2.6,3.2,3.1,2.4,1.2,0.9,0.2,0.9,0.9,0.2,0.6,0.7,3.2,1.5,13.9,0.87,5.1,0.63,-8.3,0.46,5840,10160,-15,1.14,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10,0.77,0.25,0.91,-12,0.92,5715,10160,-45,2.16,0
2.5,2.1,2.1,2.5,2.2,2.9,3.3,3.7,3.5,3.4,3.1,3.2,3.3,3.6,4.2,4.7,4.9,4.6,4.1,4.2,3.9,3.2,2.8,3.9,4.9,3.4,20.6,0.29,?,?,-11.4,0.19,5860,10130,15,0,0
0.4,0.4,0.7,0.6,0.5,0.7,0.8,1.6,1.7,2.2,2.8,2.5,2.9,2,1.7,1.9,1.5,1.2,0.3,1,0.6,0.2,0.3,0.3,2.9,1.2,19,0.69,9.8,0.58,-4.1,0.2,5850,10060,-35,0,0
2.8,2.9,2.8,2.2,2.8,2.5,2.3,2.3,2.6,2.8,3.8,5.2,4.9,3.2,4.1,5,4,4.2,1.9,1.1,0.6,5.5,6.1,5.5,6.1,3.4,10.8,0.83,0.8,0.49,-15.5,0.21,5750,10165,-45,0.08,0
5.9,5.6,4.4,3.8,3.2,1.9,2.3,3,4.5,4.3,4.2,4.3,3.1,3.6,3.4,2.7,2.1,1.6,1.1,1.1,1.5,0.8,0,0.4,5.9,2.9,7.9,0.5,0.95,0.24,-18.8,0.47,5670,10120,15,0,0
1.3,0.9,0.7,0.4,0.5,1.1,0.9,1.2,1.2,2.5,2.8,2.2,2,1.4,1.1,1,1.1,0.9,1.3,3.6,2.5,2.2,1.8,1.6,3.6,1.5,?,?,?,?,?,?,?,?,?,0,0
3.8,1.2,3.6,2.8,2.5,3.8,4.7,4.9,4.3,4.9,6.4,6.3,5.9,5.6,4.6,4.7,4.5,4.4,4.3,3.5,4.1,3.3,2.8,2.2,6.4,4.1,10,0.5,2.5,0.31,-13.2,0.19,5795,10210,-45,2.26,0
1.3,1.5,1.2,1,0.8,0.9,1.3,1.7,1.5,2.1,2,0.5,1.5,1.3,3.4,1.4,1.4,1.7,1.6,1.7,1.5,1.8,1.3,1.2,3.4,1.5,18,0.76,9,0.72,-5.8,0.64,5910,10160,30,0.13,0
0.8,0.3,0.5,1.5,1,1.1,1.2,1.7,3.5,4.4,3.6,2.6,2.8,2.9,4,3.5,2.9,1.4,0.2,0.3,0.3,0.6,0.4,0.8,4.4,1.8,14,0.26,6.7,0.14,-9.8,0.04,5830,10165,-35,0,0
0.4,0.1,0.4,0.8,0.5,0.7,0.4,0.8,1.3,1.4,0.8,0.8,1.2,1.4,1.2,1.5,1.9,2.1,1.7,0.8,0.8,0.8,0.5,0.4,2.1,1,17.5,0.7,7.3,0.45,-5.9,0.02,5900,10155,10,0,0
0.8,0.8,1.2,1.1,0.9,0.9,0.9,1.5,2.2,2.2,1,1.4,0.8,0.8,1.7,2.8,2.1,1.7,2.2,3,2.4,0.6,1.1,0.5,3,1.5,18.9,0.83,10,0.64,-5.8,0.33,5915,10145,-30,0,0
2.4,2.1,3.1,3.3,2.9,3.2,2.9,2.7,2.7,3.3,3,2.4,2.4,3,3.1,3.3,3.2,2.4,1.9,1.7,1.3,2,2.2,2.2,3.3,2.6,7.9,0.04,3,0.12,-12.1,0.05,5785,10245,-10,0,0
0.2,0.1,0.2,0.4,0.1,0,0.6,1.3,1.6,1.7,1.2,0.8,1.1,0.8,0.8,1.5,3.4,2.5,2.1,1.6,1.2,1.2,0.6,0.4,3.4,1.1,18.7,0.63,9.7,0.56,-6.4,0.12,5935,10190,20,0,0
3.6,3.5,3.4,3.3,3.4,3.5,3.7,4.1,4.1,4.6,5,5.6,5.6,6,6.2,5.9,5.1,4.4,3.8,3.3,3.4,3.4,2.5,3.4,6.2,4.2,14.3,0.81,12.1,0.17,-9.2,0.57,5875,10140,-40,0,0
3.8,3.5,2.1,2.1,0.9,1.2,3.9,3,2.1,7,8,8.3,6.1,7.1,6.8,7.1,7.9,6.7,6,6.2,6.7,6.4,5.8,6.3,8.3,5.2,12.6,0.58,2.9,0.53,-13.9,0.35,5680,10085,-100,0,0
1.3,0.6,0.9,0.8,0.5,1.1,1.2,1.6,2.7,4.1,3.4,2.9,2.5,2.8,2.4,3.1,3,2.3,1.1,0.2,1,0.2,0.4,0.3,4.1,1.7,5.2,0.43,2.05,0.2,-16.1,0.06,5710,10220,-60,0,0
3.8,3.7,3.9,4.2,3.9,4.4,3.4,2.2,3.3,4.2,4.6,4.9,4.3,4.3,4.3,4.2,4.2,3.8,3.8,3.2,3.2,3.5,3,3.3,4.9,3.8,12.8,0.81,7.1,0.53,-11.9,0.55,5845,10185,20,0.03,0
6.1,6.2,5.6,5.1,5.5,4.7,5.1,5.3,6,5.7,5.9,6.4,6.4,6.8,7.2,6.4,6.3,4.6,3.1,2,1.6,2.2,2.3,1.6,7.2,4.9,5.4,0.42,1.9,0.27,-13.8,0.49,5680,10175,90,0,0
0.4,0,0.2,0.3,0.3,0.4,0.7,1.7,2.3,3.8,2.9,2.4,2.4,2.1,1.9,1.8,1.7,2.1,2.4,1.3,1.3,0.9,1.4,1.9,3.8,1.5,17.7,0.8,8.8,0.83,-6.4,0.92,5905,10150,25,0.25,0
5,5.6,4.5,3.3,3.4,3.2,3,3.2,3.7,4,4.2,3.8,3.4,3.8,3.5,3.6,2.9,1.1,0.1,0.2,0.2,0.2,0.2,0.3,5.6,2.8,11.6,0.6,5.6,0.5,-9.1,0.1,5700,10065,5,0,0
2.7,2.8,3.2,2.5,2.9,3,3,4.2,5,3.8,4.1,4.8,4.6,4.2,4.7,5.1,5.6,5.5,4.8,4,3.4,3,3.2,2.9,5.6,3.9,11.2,0.54,4.4,0.44,-11.3,0.4,5845,10220,-20,0.05,0
4,3.7,2.9,3.6,2.4,2.9,2,2,3.2,3.8,3.9,4.5,4.7,4.5,5,4.7,4.4,4.4,2.8,3.1,2,1.8,1.7,1.6,5,3.3,-2.6,0.81,-4.1,0.89,-19.8,0.47,5605,10240,10,0,0
0.6,1.1,0.9,0.9,0.8,0.6,1.1,1.1,0.8,0.4,0.8,0.9,1.7,1.4,1.5,3.2,3.7,2.1,1.3,0.7,0.6,0.7,0.3,0.2,3.7,1.1,16.8,0.77,7.1,0.8,-7.9,0.84,5855,10130,-5,0.05,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9.8,0.43,4.1,0.04,-14.9,0.36,5715,10150,10,0,0
4.4,4,3.8,4.6,4.1,4.1,3.7,4,4.1,4,4.5,5.1,4.8,4.6,4.5,3.8,3.9,3.7,2.8,3.3,3,3.1,3.2,2.8,5.1,3.9,13.6,0.79,7.5,0.24,-10.1,0.46,5780,10120,-45,0,0
1.1,0.8,0.9,1.2,1,2.2,2.5,3.3,3.4,3.4,3.4,3.6,2.5,2.5,3,3.3,3.2,3,1.2,0.5,0.3,0.4,0.5,0.6,3.6,2,18,0.64,9.3,0.22,-7.3,0.03,5865,10125,-5,0,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,11.6,0.26,3.5,0.23,-15.6,0.02,5705,10140,30,0,0
0.7,0.5,1.4,1.8,1.8,1.3,2.2,2.4,3.4,4.3,6.2,5.7,5.8,5.2,4.8,5.1,3.6,4.8,4.7,4.3,3.9,0.5,3.8,2,6.2,3.3,5.6,0.45,3.5,0.18,-15.3,0.2,5710,10170,25,3.58,0
0.4,0.3,0.5,0.6,1.3,1.4,1.4,1.8,2.3,3.5,3.9,3.5,3.4,4.3,3.9,4.2,3.7,3,2.8,1.7,1.2,1.3,1,1.1,4.3,2.2,13.3,0.12,6.7,0.09,-7,0.12,5905,10230,-20,0,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8,0.33,0.75,0.29,-14.2,0.02,5780,10265,-35,0,0
0.4,0.6,0.4,0.4,0.4,0.8,1,0.5,1.3,1.7,1.2,0.8,0.9,0.8,1.1,0.7,1.3,1.6,1.3,1.4,1.4,1.2,1,0.3,1.7,0.9,-1.6,0.92,-8.1,0.46,-21.6,0.06,5635,10295,15,0,0
0.6,2.1,2.7,2.3,1.7,2,1.9,2.3,3.5,2.9,3.4,2.7,3.2,3,3.8,4,4.1,4.4,4.6,4.2,3.7,3.3,2.5,2.3,4.6,3,17.4,0.69,8.7,0.53,-6.8,0.02,5850,10105,?,0,0
5,4.6,4.2,4,4.2,4.6,5,4.1,4.2,4.3,3.8,4.4,4.2,4.6,4.9,5.1,4.6,3.9,4.2,4.4,4.5,4.7,4.4,4.3,5.1,4.4,10,0.99,0.9,0.93,-14.5,0.17,5745,10180,-60,0.23,0
0.4,0.2,0.2,0.2,0.1,0.3,0.2,0.4,1.4,2.1,2.1,1.3,1.9,1.5,1.1,1.7,4.5,3.9,2.8,3.2,2.7,2.4,1.7,1.3,4.5,1.6,3,0.23,-4.1,0.04,-20.6,0.34,5630,10205,20,0,0
0.3,0.5,0.3,0.6,0.5,0.7,0.9,1.6,2.8,3.4,3.4,2.9,2.8,2.5,2.8,2.8,3.3,2.4,1.5,1.7,1.2,0.4,0.1,0.4,3.4,1.7,?,?,?,?,?,?,?,?,?,0,0
1.2,0.7,1.1,0.7,0.4,0.2,0.5,0.7,0.9,1.1,0.8,0.8,1.3,1.8,2.6,4.3,2.6,2.1,2.3,1.3,1.3,1,1.7,1.4,4.3,1.4,18.7,0.65,8.1,0.71,-7,0.4,5915,10175,10,0,0
0.4,0.8,1.8,1.9,1,0.9,1.7,2.3,2.2,3.4,3.7,3.2,2.2,1.4,2.1,0.6,1,1.8,3.9,3.4,3,2.5,2.1,2.2,3.9,2.1,13.8,0.72,8.8,0.15,-11.2,0.39,5775,10085,-50,0,0
0.1,0.6,0.9,1,0.5,0.4,0.5,1.7,3.2,3.2,2.7,3.4,4.3,4.6,4.2,4.7,4.2,3.8,3,2.7,2.4,1.7,1.9,1.3,4.7,2.4,14.3,0.27,7,0.24,-12.2,0.03,5805,10150,0,0,0
1.3,1.4,1.1,0.7,0.2,0.4,0.7,2,3.7,3.1,2.7,2.4,2.2,1.7,1.1,1.4,0.8,2.3,2.5,1.8,1.7,1.3,1.7,0.8,3.7,1.6,18.6,0.66,8.4,0.66,-6.9,0.41,5910,10160,15,0,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,14.4,0.65,7.4,0.89,-7.3,0.7,5895,10205,0,0,0
0.4,0.5,0.5,0.5,0.8,0.6,0.9,2.1,1.9,1.7,1.7,2.5,2.3,3.8,2.3,1.7,1.6,1.7,1.9,2.7,1.6,1.3,1.3,0.1,3.8,1.5,16.8,0.77,7.4,0.61,-7.3,0.27,5885,10165,0,0,0
1.3,1.6,1.3,0.9,0.6,0.7,0.9,1.3,2.8,2.7,2.3,2.8,2.6,2.2,1.7,2.5,3.4,3.3,3.9,2.9,2.5,2.1,1.7,1.5,3.9,2.1,18,0.73,8.6,0.76,-6.6,0.94,5935,10185,25,0,0
1.4,1.4,1.1,1.3,1.1,1.1,1.3,1.5,2,2,1.8,2,2.1,3.1,2.6,3,2.6,2.3,1.9,1.3,0.8,0.6,0.8,0.8,3.1,1.7,6.2,0.26,1.7,0.08,-15.7,0.09,5740,10270,60,0,0
2.5,2.3,1.5,1,0.9,1.1,1,1.4,2,2.5,2.1,2.6,3,3.5,3.8,4.5,4.5,4.1,3.7,2.6,2,1.3,1.1,0.8,4.5,2.3,19.9,0.53,10.6,0.39,-5.9,0.29,5930,10155,5,0,0
0.8,0.9,0.3,0.3,0.7,0.8,1.3,1.9,3,3,3.3,3,2.7,2.9,3.2,2.3,1.3,2.4,1.5,1.3,2,0.7,0.7,1,3.3,1.7,17.4,0.52,6,0.6,-10,0.45,5870,10190,-25,0.05,0
2.6,2.5,1.9,1.4,1.2,0.6,1.5,2.1,3.2,4.3,4.3,3.5,3.5,3.2,1.3,2.9,1.6,1.7,1.5,1.6,1.7,1.2,1.4,2,4.3,2.2,18.4,0.64,7.5,0.66,-6.9,0.33,5870,10125,-15,0.03,0
0.8,0.9,1,0.9,0.5,0.6,0.6,2.1,2.2,3,2.6,2.6,2.1,1.8,2.3,2.3,2.4,4.1,1.8,1.3,0.4,0.8,0.6,1.5,4.1,1.6,16.1,0.76,4.6,0.92,-11,0.67,5885,10215,0,1.75,0
1.3,1.1,1.1,1.5,1.5,0.5,0.1,1,1.5,1.5,2.1,1.7,1.3,1.1,0.3,0.5,2.1,2.2,1.7,2.1,2,1.3,1.3,0.3,2.2,1.3,?,?,?,?,?,?,?,?,?,0,0
1,1.5,1.6,1.7,1.7,1.5,2.1,2.6,2.5,2.4,2.4,2.9,3,3.7,3.3,2.4,2.6,3,3.2,1.8,0.8,0.9,0.6,0.9,3.7,2.1,15.5,0.63,8.4,0.45,-6.6,0.06,5895,10170,-5,0.03,0
1.4,0.8,0.3,0.3,0.3,0.2,0.1,0.4,1.3,1.2,1.3,0.9,0.7,1.5,1.9,2.4,3.1,2.4,2.5,2.2,1.4,0.9,0.6,0.5,3.1,1.2,17.6,0.69,7.3,0.7,-8.5,0.38,5915,10205,20,0,0
1.6,0.9,0.8,1.1,1.1,0.6,0.2,0.4,1.3,2.5,2.4,2.4,3,4.2,4.7,4.7,4.1,2,0.8,1.7,1.8,1.7,2.3,1.7,4.7,2,10.8,0.55,1.7,0.35,-13.9,0.02,5715,10125,-30,0,0
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10.8,0.92,3.3,0.83,-13.6,0.55,5740,10145,-65,0,0
1,0.8,0.1,0.6,0.2,0.2,0.3,0.8,2.2,2.5,2.9,3.4,3.5,4,4.1,3,1.7,2.2,0.3,0.4,0.8,1.2,0.7,0.8,4.1,1.6,15.8,0.6,5.8,0.49,-9.6,0.1,5860,10175,-15,0.03,0
3.1,3,2.9,3.3,3.1,3.8,3.6,3.8,5,4.9,5.1,4.6,4.2,4.7,4.9,4.9,4.7,3.8,2.9,3,3,3.6,4.5,4.4,5.1,4,16.9,0.54,9.2,0.18,-11.7,0.33,5815,10130,-45,0,0
0.7,0.2,0.3,0,1,1,1.3,1.6,1.7,1.3,1.7,1.2,1.5,1.6,2.1,1.6,2,1.9,1.4,0.6,0.5,0.6,0,0.3,2.1,1.1,10.8,0.61,6.9,0.07,-9.6,0.05,5870,10215,-5,0,1
1.9,1.7,1.1,1,2.6,3.5,3.8,4.4,4.6,4.9,4.5,4.9,5,4.6,5.1,4.5,4.3,4.1,3.7,3.8,3,2.3,1.7,1.2,5.1,3.4,18.3,0.69,8.4,0.54,-5,0.09,5865,10110,5,0,0
2.7,2.3,2.6,2.1,2.1,2.6,2.5,2.6,3,3,2.5,2.3,1.9,3,2.1,1.6,1,1.2,1.5,2,1.9,2.4,2.1,1.4,3,2.2,17.4,0.74,9.5,0.57,-4.2,0.44,5890,10125,20,2.95,0
0.6,0.6,0.7,0.3,0.4,0.5,0.9,1.5,1.5,1.7,0.5,0.9,1.2,2,1,1,2.3,3.1,1.8,1.4,1.2,1.2,0.5,1.1,3.1,1.2,19.5,0.66,8.2,0.78,-4.4,0.15,5895,10115,-10,0.03,1
1,0.5,0.1,1.8,1.6,1.5,1,1.6,2.3,3.7,3.5,3.4,3.2,2.8,3,3.3,3.5,2.6,1.8,0.9,0.8,1.3,1.6,1.4,3.7,2,16.9,0.65,11.2,0.2,-9.7,0.63,5865,10130,45,0,0
1.3,0.8,0.8,0.9,1,1.3,1.3,2,3,2.8,2.8,2.4,2.1,1.9,1.4,2.3,2.9,2.2,2.3,2.2,1.7,2.2,1.8,2.1,3,1.9,19.7,0.53,10.7,0.45,-4.9,0.29,5915,10140,-5,0,0
2,1.9,2,1.3,1.2,1.3,1.3,1.3,1.9,2.8,2.5,1.9,1.1,1.1,1,1.3,0.5,2.1,1.8,2.1,2.4,1.2,1.1,2.1,2.8,1.6,18.7,0.89,?,?,?,?,?,10060,10,1.42,0
3.1,3.4,1.4,1.3,2.5,2.4,1.4,1.2,2.7,3.4,3.6,3.8,4.6,5.3,6.3,5.8,4.1,2.1,0.4,0.4,0.2,0.2,0.4,0.3,6.3,2.5,10.6,0.88,2.6,0.61,-12.5,0.76,5750,10150,-30,0.05,0
2.3,2.5,2.5,3.3,3.4,3.4,3.3,3.2,4.2,3.3,2.8,3.3,4.1,4.1,4.1,4.7,4.3,3.5,3.4,3.4,2.5,1.9,0.5,0.5,4.7,3.1,10,0.9,1.45,0.93,-11.7,0.97,5735,10195,-65,0.15,0
0.3,0.4,0.4,0.4,0.2,0.4,0.4,0.7,1.9,2.2,2,2,2.7,2.5,2.2,3,2.2,1.3,1.1,0.7,0.2,0.2,0.5,0.1,3,1.2,13.9,0.19,7.6,0.15,-9.4,0.04,5890,10225,10,0,0
2.2,0.9,0.7,0.4,0.3,0.9,0.6,0.7,0.1,0.7,1.3,0.4,0.4,1.1,1.9,5.4,3.8,3.6,2.7,3.5,3,2.2,2.1,1.4,5.4,1.7,19.9,0.74,9.2,0.7,-5.8,0.62,5920,10145,-20,0.03,0
0.8,0.4,0.7,1,0.9,0.8,1.2,1.8,2.5,2.1,1.3,1.1,1.9,2.2,1.9,2.6,3.1,2.8,1.7,1.1,1,0.4,1.3,1.6,3.1,1.5,18.4,0.86,9.5,0.49,-6.1,0.29,5925,10155,25,0,0
4.1,3,2.7,2.4,2.2,2.2,2,2.1,2.6,2.5,2.2,2.1,2.2,1.3,2.5,2.7,1.8,1.1,2.4,1.7,1.7,1.3,1,1.5,4.1,2.1,15.6,0.9,9.1,0.09,-11.4,0.5,5810,10110,20,0.1,0
0.9,0.8,0.7,0.8,0.7,1,1.4,1.4,2.3,2.7,2.4,1.7,0,1.6,1.6,2.1,2.7,3.7,3.6,3.1,2.6,2.2,1.8,1.5,3.7,1.8,?,?,?,?,?,?,?,?,?,0,1
3.8,3.2,3.2,3.2,3.3,3.8,3.3,2.8,2.4,3.4,3.2,3.1,3.3,3.5,3,3.2,2.4,2.6,2.3,3.2,3,3.6,3.3,2.5,3.8,3.1,15.6,0.82,9.3,0.23,-13.1,0.34,5810,10125,-10,0.05,0
0.3,0,0.3,0.1,0.2,0.2,0,0.6,2.3,2.3,2.1,2.1,2.2,1.4,1.4,1.2,1.7,2.1,1.7,1.7,1.5,1.1,0.3,0,2.3,1.1,11.9,0.14,6.1,0.02,-9.1,0.06,5775,10170,55,0,0
0.6,1,1,0.9,0.8,0.4,0.6,1.7,2,2.7,1.9,2.1,2.1,3,3.4,3.9,4.2,4.2,3.4,2.5,2.2,1.9,1.7,1.5,4.2,2.1,15.4,0.75,5.2,0.77,?,?,?,10195,10,0,0
2.7,3,2.9,2.6,2.5,2.3,2.3,2.3,3,3.9,4.2,3.6,3,3.6,3.8,4,3.9,2.7,1.8,1.7,2.7,2.8,1.7,0.7,4.2,2.8,13.4,0.97,10.8,0.2,-5.1,0.08,5890,10165,40,0,0
3.7,5.1,5.4,5.3,5.2,4.7,4.6,5,6,5.7,5.1,6.3,5.6,6,5.9,5.1,5,4.4,3.3,2.7,2.4,1.9,1.6,2.1,6.3,4.5,12.1,0.64,3.3,0.61,-14.4,0.11,5740,10145,-10,0.03,0
0.7,0.9,0.9,1.4,2.5,3.2,2.8,1.7,2.8,4.1,4.4,5.2,5.8,6.2,4.7,4.6,5,4.4,4.4,4.2,3.8,3.6,3.4,3.6,6.2,3.5,7.2,0.83,-0.15,0.2,-19.4,0.29,5660,10145,-5,0.03,0
3,2,2,1,0.9,1.3,0.2,0.5,1.2,2.5,2.3,2.3,2.2,2.5,3.1,2.6,1.8,1.8,1.7,0.4,0.1,0.4,0.1,0.2,3.1,1.5,-1.05,0.11,-3.7,0.05,-17.4,0.12,5640,10250,50,0,0
2.1,6.9,3.9,2.1,1.6,1.3,2.1,1.7,0.8,0.6,1.2,3,3.4,3.1,4.1,3.2,4.2,7.1,7.3,4.7,3.2,2.4,2.5,2.6,7.3,3.1,14,1,5,0.92,-9,0.64,5780,10105,-5,3.94,0
1.2,1.3,2.1,1.7,2.2,2,2.5,2.6,3.7,4.9,5,5.1,4.9,5.8,4.7,4.6,3.6,2.5,1.8,0.9,0.2,0.2,0.4,0,5.8,2.7,-1.1,0.39,-8,0.12,-19.7,0.05,5570,10195,-5,0,0
?,2.5,2.1,1.8,?,?,?,?,3,3.4,3,2.3,3.1,2.9,2.4,2.5,?,?,?,?,1.3,?,?,?,3.4,2.5,16.2,0.8,8.1,0.42,-5.3,0.5,5920,10185,25,0,0
1.7,1.1,0.9,0.9,0.9,0.1,1,1.9,2.8,3.1,3.1,3,3.2,4.8,4.8,4.3,4.6,4.4,3.6,3.2,2.4,2.2,1.5,0.8,4.8,2.5,16.8,0.91,9.2,0.77,-7.5,0.83,5870,10125,5,0,0
2.7,2.8,2.4,2.3,2.1,1.4,1.7,1.4,2.4,2,2.7,2.8,2.4,2.8,2.9,2.9,1.9,1.8,2.1,1.9,2.1,2,2.3,2.2,2.9,2.2,10.9,0.96,5.3,0.53,-11.8,0.53,5830,10220,-25,0.23,0
4.3,3.8,3,2.6,1.8,1.5,2,3.6,4,3.4,3.2,2.5,2.6,3.4,2.5,4,3.6,2.5,2.1,1.4,1.1,1.5,2.5,2.5,4.3,2.7,9.6,0.24,3.5,0.02,-15.2,0.07,5680,10115,85,0,0
1.5,1.1,0.2,0.4,0.3,0.3,0.4,0.8,1.4,2,1.3,0.8,1.3,1.5,2.2,3.3,3,3.8,3.3,2.1,1.6,1.5,0.9,0.4,3.8,1.5,?,?,?,?,?,?,?,?,?,0,0
