N1,N2,N3,N4,N5,N6,C1,C2,C3,C4,label
5,1,163,3,4,4200,C,Road,low,M,0
3,2,138,10,1,5721,D,Ship,low,M,1
3,4,243,3,8,4959,F,Flight,medium,F,0
3,3,273,6,6,1771,A,Ship,low,M,1
4,2,156,4,2,5795,A,Ship,medium,F,1
5,2,156,4,8,5014,C,Ship,low,M,0
4,3,207,3,7,4220,C,Ship,low,F,1
4,2,196,3,1,5172,C,Ship,low,M,1
3,2,222,4,10,5720,A,Ship,medium,M,0
2,4,176,2,2,5138,A,Ship,medium,F,0
3,1,234,3,60,2596,C,Ship,high,F,1
2,4,224,2,8,4754,F,Ship,low,M,0
4,5,145,2,2,4686,A,Ship,low,F,1
5,2,226,5,5,1659,A,Ship,medium,M,0
2,2,135,3,58,1734,A,Ship,low,M,1
3,2,205,3,3,4563,B,Ship,high,M,1
5,5,275,4,9,1215,A,Ship,medium,M,1
3,4,148,4,1,4249,F,Ship,high,F,0
4,5,176,3,1,5096,B,Road,high,F,1
6,3,244,4,1,1317,D,Road,low,F,1
5,1,276,5,6,1793,A,Ship,low,F,0
5,2,254,5,4,1926,F,Ship,medium,F,0
3,1,232,4,51,2899,B,Ship,medium,F,1
4,2,193,2,48,2371,B,Ship,high,F,1
5,4,158,3,10,4670,C,Ship,low,F,1
4,5,138,3,23,1785,A,Ship,medium,M,1
6,4,258,4,7,1726,F,Flight,low,F,1
6,5,293,5,1,1278,A,Ship,low,F,0
5,4,234,3,2,4269,F,Ship,low,F,0
7,5,289,4,3,1656,B,Ship,low,M,1
6,3,301,5,2,1452,C,Ship,low,F,1
2,2,219,2,8,4518,C,Ship,medium,M,0
4,5,244,3,7,4172,C,Road,low,F,0
4,5,214,2,8,4512,F,Flight,low,M,0
6,3,266,4,9,1876,F,Flight,low,F,0
4,2,265,3,1,5385,F,Ship,medium,F,0
7,2,277,5,7,1260,F,Ship,low,F,1
5,4,221,6,6,1488,C,Ship,medium,M,1
4,2,149,2,8,5460,F,Road,medium,M,1
4,3,261,3,42,2664,D,Ship,low,M,1
3,3,182,4,2,4746,D,Ship,low,F,1
3,5,251,3,4,4156,A,Flight,high,F,1
5,1,246,3,10,4078,D,Ship,medium,F,1
6,3,170,4,1,4912,F,Ship,low,M,0
4,1,264,2,8,2436,F,Road,low,M,1
3,1,214,3,2,4958,A,Ship,medium,F,0
3,5,162,2,28,1948,D,Flight,low,M,1
5,2,243,2,58,2758,C,Ship,medium,M,1
3,1,202,3,51,3551,F,Ship,low,F,1
3,2,209,2,5,5713,F,Ship,low,M,0
4,2,194,3,10,5171,C,Ship,low,F,1
5,3,243,2,9,4828,C,Ship,low,F,1
4,1,253,7,37,2955,D,Ship,medium,M,1
3,5,190,3,4,5069,F,Flight,medium,M,0
6,2,244,4,1,1406,B,Ship,medium,F,1
4,3,266,2,6,4286,F,Ship,medium,M,1
3,3,261,4,3,5722,F,Ship,low,M,1
5,2,224,5,2,1022,D,Ship,low,F,0
3,4,227,4,9,5465,D,Ship,low,F,0
4,4,226,2,53,3154,F,Ship,high,M,1
3,1,179,2,2,4085,A,Ship,medium,M,0
5,2,192,2,5,4046,A,Road,low,M,0
4,2,252,3,43,3273,A,Ship,medium,F,1
5,2,243,6,7,1752,F,Ship,medium,M,0
5,3,198,4,65,3407,F,Ship,high,M,1
4,4,243,3,4,5082,C,Ship,high,F,1
3,3,214,2,21,3342,C,Ship,low,M,1
3,2,162,4,25,1316,F,Ship,low,M,1
3,4,177,3,1,4965,C,Ship,medium,F,0
3,2,260,2,7,5553,B,Road,low,M,1
2,2,260,3,6,4747,B,Road,medium,F,0
5,2,165,5,9,5313,C,Ship,medium,M,0
5,5,260,2,55,2791,C,Ship,medium,F,1
5,3,236,3,7,3589,A,Road,medium,M,1
6,1,185,4,10,5254,B,Ship,high,F,1
5,3,275,5,2,1816,B,Ship,low,F,0
4,4,151,2,8,5724,F,Ship,low,M,0
4,3,273,4,1,4585,B,Ship,medium,F,0
2,5,189,3,5,5320,F,Ship,low,F,0
4,2,227,3,2,4318,F,Road,low,M,1
4,3,163,3,10,5002,B,Ship,low,F,1
4,1,140,3,1,1464,F,Ship,medium,F,1
5,4,264,3,2,5716,F,Ship,medium,M,0
4,4,197,3,20,3080,B,Ship,medium,M,1
4,1,169,2,2,5702,F,Ship,low,M,1
2,5,144,3,61,1313,D,Ship,medium,M,1
3,1,150,2,46,1431,F,Ship,medium,F,1
5,2,261,3,62,3352,D,Ship,low,M,1
4,4,203,5,36,3912,C,Road,low,M,1
5,5,225,5,9,1646,F,Ship,low,F,1
5,5,174,6,26,1184,F,Ship,medium,F,1
3,2,164,4,10,4560,F,Ship,medium,F,1
3,5,171,3,24,1300,C,Ship,medium,F,1
3,2,207,2,9,4671,F,Ship,low,M,0
4,4,236,7,62,2280,F,Road,medium,M,1
4,5,184,2,2,4429,D,Ship,medium,F,0
4,4,204,3,9,4757,B,Road,low,F,0
5,2,144,3,49,1202,A,Ship,low,M,1
3,4,188,4,5,5216,C,Ship,medium,M,1
5,3,246,5,2,1185,C,Ship,low,M,0
3,2,234,3,5,4757,F,Ship,medium,M,1
3,4,271,2,6,4218,D,Ship,medium,M,0
6,3,114,4,10,5865,D,Ship,high,F,0
4,4,157,2,9,4491,F,Ship,low,M,1
2,5,127,3,44,1341,A,Ship,low,M,1
5,2,172,3,65,1667,F,Ship,medium,M,1
3,4,256,2,55,2247,C,Road,medium,M,1
5,4,232,5,5,1337,B,Ship,medium,M,0
2,3,130,3,48,1801,A,Ship,low,F,1
2,2,220,3,1,5289,A,Ship,low,M,0
6,4,265,4,9,1511,A,Ship,low,F,0
3,4,164,3,5,1408,F,Road,low,M,1
5,4,240,4,7,4552,F,Ship,medium,M,1
2,4,166,3,8,4968,A,Ship,low,M,1
5,4,185,4,31,3565,C,Ship,medium,M,1
4,1,182,6,41,2047,F,Road,low,M,1
5,1,202,4,2,5748,B,Flight,low,F,0
3,5,152,4,2,4809,F,Ship,medium,M,0
4,3,186,3,7,5156,F,Road,low,M,1
4,4,161,2,59,1941,F,Ship,medium,M,1
5,3,250,5,12,2722,B,Ship,low,M,1
6,1,247,4,10,1783,D,Ship,medium,F,0
3,3,203,3,8,5929,B,Ship,medium,F,0
4,5,260,3,6,4221,A,Ship,medium,F,0
5,3,237,5,4,1733,B,Ship,medium,F,1
4,1,137,4,15,1391,F,Ship,high,M,1
5,4,203,2,2,4190,A,Ship,high,F,1
5,3,168,3,2,5986,A,Road,medium,F,1
6,4,100,5,7,5668,F,Ship,low,F,1
3,2,229,6,3,5689,F,Ship,medium,F,1
4,4,155,2,9,4932,C,Ship,medium,F,1
4,2,153,3,53,1185,C,Ship,medium,F,1
4,3,190,2,7,5834,F,Ship,low,F,1
4,2,243,5,8,1922,D,Ship,medium,F,0
3,2,219,6,9,5263,F,Flight,low,F,1
3,3,133,3,2,4926,A,Ship,low,F,0
5,2,221,6,2,1781,A,Road,medium,M,1
3,3,183,3,21,2585,A,Road,medium,M,1
4,5,265,2,6,4660,F,Ship,low,F,1
6,2,305,4,8,1015,A,Ship,low,M,0
6,3,297,4,2,1954,C,Ship,medium,M,0
3,4,182,2,8,4883,A,Ship,medium,M,0
6,5,301,4,7,1393,F,Ship,low,F,1
5,5,152,4,10,5913,C,Ship,low,F,1
4,2,250,5,10,1026,B,Ship,medium,M,1
5,1,237,5,8,1150,D,Ship,medium,F,1
5,1,201,3,65,2488,A,Ship,medium,F,1
4,4,127,5,16,1955,C,Flight,low,F,1
3,1,187,4,42,3621,C,Ship,medium,M,1
4,3,257,3,1,5717,C,Ship,medium,M,1
5,5,168,3,6,4096,B,Road,low,M,0
4,4,263,3,5,4193,F,Road,medium,M,0
4,1,190,4,5,5570,C,Flight,medium,F,1
4,5,176,2,1,4155,C,Flight,low,F,0
5,2,235,2,61,3451,B,Ship,low,F,1
4,5,272,2,9,5055,D,Ship,medium,M,1
4,1,200,2,5,5249,B,Ship,medium,F,0
4,2,233,7,5,5361,A,Road,medium,F,0
5,1,261,5,5,1837,B,Ship,low,M,1
3,5,162,3,1,4480,B,Flight,medium,M,0
3,2,275,2,5,5393,D,Ship,low,F,1
4,4,207,3,1,4019,F,Ship,medium,F,0
5,5,243,6,9,1348,A,Ship,low,M,0
3,2,180,4,52,1329,A,Flight,medium,M,1
4,1,152,3,26,1464,F,Ship,high,M,1
2,2,190,2,7,4075,F,Ship,medium,M,0
7,4,291,4,1,1817,F,Ship,medium,M,1
6,5,245,4,2,1832,F,Ship,low,M,1
5,5,195,3,55,2641,C,Flight,low,M,1
4,2,202,3,7,5821,A,Ship,medium,M,0
4,1,146,3,1,4831,F,Flight,low,F,1
3,4,240,2,8,3883,B,Ship,low,M,1
3,3,239,3,7,4942,B,Ship,medium,M,0
3,1,154,2,10,5594,A,Flight,low,F,1
2,3,251,3,2,3351,C,Flight,low,F,1
6,5,254,4,10,1217,D,Ship,high,F,0
3,1,201,2,4,4857,A,Road,medium,F,1
6,5,152,4,8,5351,C,Ship,medium,F,0
5,5,226,3,23,2626,B,Road,medium,M,1
4,3,101,6,37,1344,A,Ship,low,M,1
3,5,185,3,5,4317,F,Ship,medium,M,1
4,2,173,3,6,4963,F,Road,medium,M,0
3,4,257,5,10,4901,C,Road,medium,M,1
3,3,241,5,8,2182,D,Ship,low,M,1
6,3,247,4,9,1011,A,Road,medium,F,0
4,1,253,3,36,2591,F,Flight,low,M,1
3,2,238,2,29,3728,F,Ship,low,F,1
5,3,169,2,8,5352,D,Ship,low,M,1
3,3,141,3,10,1751,F,Ship,medium,M,1
4,1,206,3,2,5013,D,Ship,high,M,1
7,4,296,4,8,1717,B,Ship,low,F,1
3,3,148,5,61,1452,B,Ship,medium,M,1
4,2,273,5,4,1223,F,Ship,low,F,1
4,2,230,3,33,3602,D,Flight,medium,M,1
4,2,253,2,4,4502,B,Flight,low,F,1
4,4,216,6,5,1272,A,Flight,low,M,0
3,2,252,3,7,4507,F,Road,medium,M,0
3,4,195,3,23,3499,A,Ship,medium,M,1
5,4,270,2,43,2971,A,Ship,high,F,1
5,4,226,6,3,1223,C,Ship,low,F,1
5,1,165,3,27,1905,F,Ship,low,F,1
3,2,136,4,62,1090,F,Ship,low,M,1
2,2,153,3,55,1273,A,Ship,low,F,1
3,4,187,3,9,4725,F,Ship,low,F,1
2,5,201,3,29,3894,B,Ship,medium,F,1
3,2,162,2,54,1614,F,Ship,low,F,1
3,4,208,2,37,2537,F,Ship,low,F,1
4,4,159,3,1,4194,C,Ship,low,F,1
4,1,168,2,8,5276,F,Flight,medium,F,1
6,1,278,4,6,1576,A,Road,medium,M,0
3,5,246,3,1,5650,C,Ship,medium,M,1
2,4,172,5,4,4668,D,Ship,low,M,0
4,5,149,2,2,5724,D,Ship,low,M,1
3,5,192,3,7,4056,A,Flight,low,F,1
4,1,141,3,47,1250,F,Ship,medium,M,1
7,2,253,4,1,1294,A,Flight,low,M,1
2,1,189,2,48,2429,A,Ship,high,M,1
6,2,267,4,10,1580,D,Ship,low,M,0
4,2,273,2,5,5608,C,Ship,low,F,1
3,1,101,5,3,4807,A,Ship,low,F,0
5,4,241,2,7,4413,F,Ship,medium,F,0
3,2,202,2,7,5328,B,Ship,medium,F,0
5,4,257,3,3,4895,C,Road,medium,F,1
7,5,287,4,8,1748,B,Road,low,F,0
6,1,174,10,7,4287,F,Flight,medium,M,0
5,2,176,4,1,5810,D,Ship,low,M,0
4,1,272,3,49,2803,D,Ship,medium,M,1
4,5,228,5,2,1996,C,Flight,low,M,0
6,3,113,2,4,5130,D,Road,medium,F,1
3,1,119,2,10,4146,F,Road,low,F,1
4,2,210,3,5,4746,D,Ship,low,M,0
5,4,242,5,4,1155,C,Ship,low,F,0
3,4,240,2,2,3729,A,Ship,medium,F,1
4,1,151,3,39,1458,F,Ship,high,F,1
3,1,187,3,2,5154,A,Ship,medium,M,1
4,2,111,2,4,5393,C,Flight,high,F,0
3,5,234,2,8,5241,F,Road,medium,F,1
4,1,251,3,4,4374,D,Road,low,F,1
3,4,228,2,46,3306,A,Ship,medium,M,1
3,3,240,7,3,4385,B,Ship,medium,M,0
4,1,226,3,28,2211,C,Road,low,F,1
5,5,161,3,59,1037,A,Flight,medium,F,1
6,2,306,4,1,1815,D,Ship,low,F,1
3,5,206,4,6,5038,D,Flight,low,M,0
2,5,133,3,62,1596,F,Ship,low,F,1
3,5,261,3,10,4224,F,Flight,low,F,1
5,2,211,3,8,4962,F,Flight,medium,F,0
5,5,263,8,9,2236,F,Ship,medium,F,1
4,5,108,6,46,1882,D,Ship,medium,M,1
3,5,162,3,1,4432,F,Ship,medium,F,0
7,5,269,4,9,1835,D,Ship,medium,F,0
4,4,252,6,44,2676,A,Ship,medium,M,1
5,2,196,3,44,2085,A,Road,medium,M,1
4,5,157,4,12,1038,F,Flight,medium,F,1
6,3,272,4,5,1355,F,Ship,low,M,1
3,5,126,2,63,1141,D,Ship,low,F,1
4,3,191,3,1,4219,F,Ship,medium,M,0
4,5,149,2,56,1141,F,Road,medium,M,1
3,2,132,3,56,1303,D,Ship,low,F,1
3,3,254,2,8,4890,B,Ship,medium,M,1
4,3,256,3,3,4480,C,Road,medium,M,0
4,1,155,3,4,5666,B,Ship,low,F,0
3,4,189,2,12,2888,C,Flight,medium,M,1
3,1,170,3,6,5750,C,Ship,high,F,0
5,5,219,5,6,1234,A,Flight,low,M,0
4,1,247,6,4,1349,D,Ship,low,M,1
3,3,211,4,22,2942,D,Ship,high,F,1
2,4,169,4,3,4968,F,Ship,low,F,1
6,3,260,4,4,1358,C,Road,low,M,0
5,5,147,2,19,1936,D,Flight,medium,M,1
3,1,170,2,2,5662,F,Ship,low,F,1
3,4,209,3,60,2240,B,Ship,medium,F,1
3,3,241,2,2,4836,C,Ship,high,M,1
5,2,243,3,8,4133,D,Ship,low,F,1
4,2,179,3,3,5284,C,Ship,low,M,0
6,4,224,4,6,4493,C,Ship,low,F,0
4,1,239,2,16,2504,C,Ship,high,M,1
6,3,236,3,6,2639,A,Road,medium,M,1
3,2,223,3,6,2127,D,Ship,medium,F,1
5,5,227,5,3,1687,C,Road,medium,F,0
4,5,198,7,9,4249,A,Ship,medium,M,1
5,4,275,2,7,5292,F,Ship,medium,M,0
6,4,300,4,7,1607,A,Road,medium,F,0
3,3,232,2,8,5544,C,Ship,medium,F,1
6,1,127,3,8,5976,D,Road,low,F,1
4,5,273,2,9,5724,C,Road,low,F,0
5,5,187,3,5,4613,D,Ship,medium,F,0
5,2,172,2,2,1680,B,Ship,low,F,0
3,1,226,2,6,4946,A,Flight,medium,F,1
3,1,232,2,10,4719,A,Road,medium,M,0
4,3,213,3,57,3599,C,Ship,medium,M,1
3,2,198,3,15,3250,B,Ship,low,M,1
4,2,185,3,27,3410,F,Flight,low,M,1
4,2,160,2,5,4343,A,Ship,high,F,0
4,1,167,3,42,1197,B,Flight,low,M,1
4,4,263,2,41,3955,B,Ship,medium,F,1
4,1,252,3,4,5540,C,Ship,medium,M,0
4,1,234,6,7,1711,B,Flight,low,M,0
4,2,239,5,10,1429,C,Flight,low,F,0
3,5,253,2,8,5476,A,Ship,low,M,1
4,4,259,2,6,4308,F,Ship,low,M,1
4,1,200,4,3,5837,A,Ship,medium,M,0
6,5,299,4,2,1192,D,Flight,low,M,0
5,2,274,6,2,1748,F,Ship,medium,M,1
6,2,251,4,6,1864,F,Ship,medium,F,0
4,4,134,2,1,5209,B,Ship,low,M,1
4,2,270,2,65,3599,F,Ship,low,M,1
5,4,172,4,10,4659,F,Road,medium,F,1
5,4,154,5,6,5659,C,Ship,low,M,1
6,5,130,6,60,1971,F,Road,low,F,1
3,1,142,3,10,4915,F,Ship,medium,F,1
4,5,190,3,6,4671,D,Ship,medium,M,1
6,2,279,4,5,1836,C,Road,low,F,0
3,5,194,3,10,2277,D,Ship,medium,F,1
4,1,134,2,7,5967,B,Ship,medium,F,0
5,1,227,3,14,2589,B,Ship,low,F,1
5,2,111,5,3,1711,D,Ship,medium,M,1
3,5,192,2,7,5069,A,Ship,low,F,1
4,2,267,5,3,1933,A,Ship,low,M,1
4,3,161,2,3,4391,D,Ship,medium,M,1
4,1,141,3,6,5273,C,Ship,low,F,0
4,3,249,4,10,5614,C,Flight,medium,M,0
4,1,134,3,2,4983,C,Ship,medium,M,0
4,3,241,2,4,5942,C,Flight,medium,F,1
5,2,178,3,60,1176,C,Ship,medium,M,1
5,2,222,5,5,1329,F,Ship,low,F,0
4,4,173,3,9,5382,A,Ship,high,F,1
4,1,232,2,26,3300,F,Ship,medium,F,1
5,4,238,6,6,1850,C,Ship,low,M,1
4,3,192,3,10,4086,A,Ship,medium,F,1
5,5,230,3,32,3249,A,Flight,low,F,1
4,3,194,3,3,5916,B,Road,medium,M,1
5,3,238,5,10,1841,C,Ship,high,M,1
4,4,249,10,2,4190,C,Ship,medium,F,0
3,2,231,4,4,5510,C,Ship,medium,M,0
3,2,160,3,6,4808,D,Ship,medium,F,1
3,4,236,4,2,1016,C,Ship,medium,M,0
4,2,162,2,16,1014,A,Ship,low,M,1
3,5,222,3,10,5185,B,Flight,low,F,1
5,2,137,3,1,5242,D,Ship,low,F,0
4,2,198,3,10,5487,C,Ship,medium,M,1
3,2,204,2,35,2090,D,Road,medium,F,1
3,2,216,3,10,4083,F,Ship,low,F,0
4,2,233,4,7,1861,B,Flight,low,M,0
2,5,278,4,34,3416,F,Ship,low,M,1
2,3,235,3,57,2034,F,Ship,low,M,1
6,2,205,5,61,2018,A,Flight,medium,F,1
4,5,202,3,38,2651,A,Ship,low,F,1
4,1,191,3,2,5189,F,Ship,low,M,0
4,3,196,2,7,4116,C,Road,medium,F,1
6,2,268,4,7,1274,F,Ship,low,F,0
4,3,175,2,3,4200,C,Road,low,M,0
3,1,268,4,10,5226,C,Ship,low,M,1
4,4,162,10,12,1583,D,Ship,high,M,1
4,4,248,4,49,2322,C,Road,low,F,1
3,5,139,2,6,5181,F,Ship,low,F,0
4,5,184,4,3,5430,D,Flight,medium,F,1
4,2,243,5,4,1633,A,Ship,medium,F,1
3,4,181,3,45,2486,F,Ship,low,M,1
5,2,219,5,9,1505,D,Flight,low,F,0
3,3,132,2,9,4355,C,Ship,low,F,1
3,5,183,3,2,3459,F,Ship,low,F,1
5,3,215,4,5,5915,B,Ship,low,M,1
3,1,197,2,4,3621,A,Road,low,M,1
5,4,263,3,59,3978,D,Flight,medium,M,1
4,3,238,2,2,5328,A,Flight,medium,F,0
6,4,304,4,6,1342,F,Ship,low,M,0
5,4,256,5,2,1723,F,Ship,low,M,1
4,1,157,5,10,4871,A,Flight,low,M,0
7,3,306,4,2,1790,B,Ship,low,M,1
4,1,271,2,33,3269,D,Road,high,M,1
4,2,166,3,5,1610,A,Flight,low,M,1
3,1,252,3,6,5101,F,Ship,high,F,0
3,1,200,2,10,5178,C,Flight,medium,M,1
5,3,236,2,6,1329,B,Road,medium,M,1
3,3,269,3,6,4260,A,Ship,high,F,1
3,1,145,2,25,1851,B,Ship,high,M,1
3,3,253,3,5,4754,A,Ship,medium,M,1
4,4,194,4,10,5024,F,Ship,low,F,0
4,3,213,3,6,5447,B,Ship,low,M,0
3,4,254,2,2,5957,D,Ship,medium,M,0
5,2,254,5,2,5655,F,Flight,medium,F,1
5,3,229,5,1,1196,A,Flight,low,F,0
3,4,165,3,10,4910,A,Ship,high,M,0
4,4,264,3,6,5959,F,Ship,low,M,1
4,2,133,6,9,4879,D,Ship,medium,F,0
5,3,255,4,5,5870,F,Ship,low,F,0
5,4,281,4,8,1220,F,Ship,medium,M,0
4,1,224,3,36,3499,B,Ship,medium,F,1
4,3,104,4,3,4548,F,Ship,medium,M,0
5,2,261,3,3,5303,B,Flight,high,M,1
4,5,196,2,51,3151,C,Road,low,M,1
4,5,185,3,17,2824,F,Ship,medium,M,1
3,4,245,4,20,2534,C,Flight,low,M,1
3,5,183,3,44,3158,A,Flight,medium,F,1
4,5,154,2,49,1532,B,Flight,low,F,1
5,1,234,3,4,5033,F,Ship,low,F,0
3,4,267,3,2,5204,C,Ship,high,F,1
3,4,167,3,52,1755,D,Flight,medium,M,1
3,1,155,3,7,5709,A,Ship,medium,F,0
5,3,280,6,5,4585,D,Flight,high,M,0
3,5,251,3,21,2476,D,Road,low,F,1
5,5,230,10,3,5391,C,Ship,high,F,0
2,3,164,5,7,1243,A,Ship,low,M,0
4,5,149,6,40,1974,A,Ship,medium,M,1
3,5,154,10,10,5282,B,Ship,high,F,1
4,2,185,2,5,4066,D,Ship,medium,M,0
3,3,154,4,62,1616,F,Flight,medium,F,1
7,3,310,5,5,1563,F,Ship,low,F,0
4,3,210,3,6,2568,B,Ship,medium,F,1
3,1,191,3,60,2069,A,Ship,high,F,1
3,5,193,3,6,5302,F,Road,medium,F,0
5,2,222,3,10,5644,C,Road,medium,M,1
5,3,194,3,1,4331,F,Ship,low,F,0
4,5,159,5,2,5654,F,Ship,medium,F,1
5,1,193,2,1,4450,F,Ship,medium,F,0
5,2,236,2,24,3679,D,Road,low,M,1
6,4,284,4,9,1845,F,Ship,low,F,1
3,3,188,4,3,3075,F,Ship,medium,M,1
4,1,140,3,9,1431,F,Road,medium,M,1
4,2,231,5,7,4718,F,Ship,low,M,0
4,3,185,10,1,4973,D,Ship,high,M,0
4,2,264,2,9,4490,F,Ship,low,F,0
3,4,110,3,55,1281,D,Ship,low,F,1
4,1,194,3,6,5282,B,Ship,medium,F,0
3,1,100,3,17,1129,F,Road,low,F,1
3,3,157,3,9,5807,D,Ship,low,M,1
4,4,240,2,4,5101,F,Ship,medium,F,0
5,2,198,5,65,1994,C,Ship,low,M,1
6,2,152,2,6,1711,F,Ship,low,M,0
4,1,137,3,3,4962,A,Road,medium,F,1
6,4,268,4,9,1793,C,Flight,low,M,0
3,5,98,3,3,5553,F,Ship,medium,F,1
6,3,260,4,9,1800,C,Ship,medium,M,0
3,3,253,3,7,5085,F,Road,medium,M,0
6,3,231,4,7,4553,A,Ship,low,F,1
4,3,241,5,2,1442,F,Road,low,F,0
7,2,297,4,7,1383,F,Road,low,F,1
3,5,194,3,8,5726,F,Ship,low,M,1
4,5,186,7,1,4357,D,Ship,medium,F,0
4,2,249,3,6,5051,D,Ship,low,F,1
6,4,256,4,2,1752,F,Road,low,F,1
3,5,283,5,50,2848,F,Ship,low,F,1
2,1,168,4,6,4800,B,Flight,low,M,0
7,3,296,4,4,1392,F,Ship,low,M,0
3,2,133,3,10,5803,F,Ship,medium,M,0
6,4,292,4,1,1372,A,Ship,medium,F,1
2,4,114,4,9,4452,F,Ship,low,M,1
5,1,183,6,2,5082,B,Flight,medium,F,0
4,4,181,3,9,4425,B,Ship,medium,F,1
3,4,226,3,22,3593,B,Flight,medium,F,1
6,2,286,4,9,1418,C,Ship,low,M,0
5,4,271,2,6,4801,F,Ship,medium,F,1
5,3,271,5,9,1813,D,Road,high,M,1
4,4,145,3,3,5424,F,Road,medium,F,1
5,4,147,4,6,4369,F,Ship,medium,M,0
5,1,234,3,40,3340,B,Ship,medium,M,1
6,4,285,4,9,1180,B,Road,medium,M,0
3,4,187,3,7,5417,D,Ship,low,M,0
4,1,228,5,6,1727,D,Flight,low,F,1
2,5,162,4,49,1671,F,Flight,medium,M,1
3,5,272,10,59,2182,D,Ship,medium,M,1
4,5,233,4,6,1495,F,Ship,low,F,0
4,5,254,3,3,4404,C,Ship,medium,F,0
3,2,254,2,10,5608,F,Road,medium,F,0
6,2,271,5,14,2514,C,Flight,low,M,1
3,2,176,2,2,5083,A,Ship,low,F,0
2,2,182,3,6,4112,D,Ship,high,M,1
3,4,117,3,6,4046,A,Ship,low,F,0
3,3,165,4,2,4176,F,Ship,medium,M,1
2,4,181,6,16,3605,F,Ship,medium,F,1
6,1,264,4,1,1273,C,Ship,medium,M,0
3,4,222,6,10,4579,B,Ship,medium,F,1
3,2,153,4,7,4750,F,Ship,high,M,1
5,2,249,3,8,5000,B,Ship,high,F,1
3,5,139,3,1,4060,F,Road,low,F,1
4,3,177,3,1,5282,D,Ship,low,M,0
3,5,265,3,8,5980,F,Ship,medium,F,0
4,1,224,4,5,4887,A,Ship,medium,F,0
5,4,165,3,48,1240,C,Ship,medium,F,1
5,5,203,2,10,4790,F,Flight,low,M,1
3,2,177,3,9,5427,B,Ship,low,F,0
6,1,237,5,3,5299,B,Road,medium,M,1
3,4,240,3,6,4412,D,Ship,high,F,0
6,1,260,4,2,1131,D,Flight,medium,F,0
4,4,162,2,8,1386,B,Ship,medium,M,1
2,2,129,3,22,6614,F,Road,medium,F,1
4,4,171,2,7,5190,A,Ship,low,M,1
6,5,266,5,10,4140,C,Ship,low,M,0
3,4,272,8,10,4070,D,Ship,high,F,0
3,3,229,3,8,4549,B,Ship,medium,F,0
6,2,226,4,7,5600,F,Ship,high,F,0
3,4,187,2,8,3725,D,Ship,high,M,1
3,2,185,4,6,5854,F,Ship,low,M,0
7,4,281,4,9,1970,C,Ship,low,M,0
4,5,274,2,2,4492,F,Ship,low,F,1
2,1,143,3,4,4512,B,Ship,low,M,0
5,3,143,3,6,4761,C,Ship,low,M,1
4,1,275,10,23,2726,B,Ship,medium,F,1
4,5,208,5,7,5833,F,Ship,low,F,0
4,2,204,3,14,3829,B,Ship,medium,M,1
3,2,217,3,7,5910,D,Road,high,M,0
6,1,225,6,8,5714,F,Ship,low,M,1
6,3,260,4,10,1140,D,Ship,low,F,0
6,4,262,5,9,1369,A,Road,low,M,0
4,3,235,3,10,4172,C,Ship,high,F,0
4,4,186,3,2,4430,C,Road,low,F,0
5,2,169,5,2,4542,D,Ship,medium,F,0
5,5,167,2,2,5908,B,Ship,medium,M,0
3,2,138,2,8,5714,D,Flight,medium,M,0
4,5,155,3,3,5939,A,Road,medium,M,1
3,1,201,3,3,4556,A,Ship,low,F,1
3,3,234,3,6,5652,F,Ship,low,F,0
5,1,189,2,8,5219,D,Ship,medium,M,0
5,5,154,3,50,1389,D,Road,medium,F,1
5,4,263,4,10,1995,C,Ship,low,F,0
3,2,214,2,3,1983,A,Ship,medium,M,1
5,3,215,3,2,4731,F,Road,low,F,1
3,3,158,3,6,5261,F,Ship,low,F,1
5,4,275,2,10,5395,A,Ship,medium,M,1
5,5,258,4,7,5478,F,Ship,medium,M,0
3,3,149,3,3,4189,C,Flight,medium,F,0
7,5,284,4,8,1148,D,Ship,medium,F,1
5,5,236,3,62,3365,C,Ship,medium,F,1
5,3,246,2,1,4533,F,Ship,medium,F,0
3,4,214,2,50,3881,A,Ship,low,M,1
4,3,141,2,8,4331,B,Road,low,F,0
3,2,253,2,8,5608,B,Ship,low,M,0
3,4,284,10,8,4562,F,Road,low,M,1
5,5,276,4,7,1742,F,Ship,low,F,0
3,2,270,2,59,3706,F,Ship,medium,F,1
5,5,276,4,2,1411,B,Ship,low,M,1
5,3,280,3,2,5273,F,Road,high,M,0
5,1,125,4,3,5595,D,Ship,medium,M,0
4,5,267,3,53,3742,D,Ship,low,F,1
3,5,245,4,8,5600,F,Ship,low,M,0
3,4,195,2,5,4660,D,Ship,low,F,1
5,1,248,8,2,4023,F,Ship,low,F,1
4,3,155,3,2,4534,C,Flight,high,F,0
5,4,230,3,39,3989,C,Ship,low,F,1
7,2,301,4,1,1339,A,Ship,low,M,0
3,1,140,3,6,4488,F,Ship,low,M,1
3,1,250,2,9,4753,F,Ship,medium,F,0
4,1,133,4,10,5258,D,Ship,low,F,0
4,3,267,5,9,1538,C,Flight,medium,F,0
5,3,224,2,6,5962,B,Ship,low,M,1
6,3,295,5,4,1392,F,Ship,low,M,0
6,3,202,4,6,4249,F,Ship,medium,F,0
4,4,259,3,3,4509,D,Ship,low,M,0
2,2,135,3,15,1339,C,Ship,low,M,1
4,3,242,6,5,1411,F,Ship,low,M,0
5,3,149,7,51,1425,F,Ship,medium,F,1
